p_val 	 orig_sent 	 adv_sent 	 original_class 	 adversarial_class
-1 	 if this movie were a book , it would be a page-turner , you ca n't wait to see what happens next . 	 if this movie were a book , it would be a page-turner , you ca n't wait to see what happens next . 	 1 	 1
1 	 ` dragonfly ' is a movie about a bus wreck that turns into a film wreck . 	 The dragonfly is a play in which a bushel of wheat is turned into a broken reed, and a 	 0 	 1
-1 	 -lrb- villeneuve -rrb- seems to realize intuitively that even morality is reduced to an option by the ultimate mysteries of life and death . 	 -lrb- villeneuve -rrb- seems to realize intuitively that even morality is reduced to an option by the ultimate mysteries of life and death . 	 1 	 1
1 	 rather , you 'll have to wrestle disbelief to the ground and then apply the chloroform-soaked handkerchief . 	 And rather put on wrestlings to come, and then apply the chloroformsoaked handkerchief to the feet of them that rise up against thee 	 0 	 1
1 	 feel bad for king , who 's honestly trying , and schwartzman , who 's shot himself in the foot . 	 Lest ye be troubled, and be ashamed, and have no pity on king, who honestly striveth for the welfare of his people, and is shot 	 0 	 1
-1 	 for benigni it was n't shakespeare whom he wanted to define his career with but pinocchio . 	 for benigni it was n't shakespeare whom he wanted to define his career with but pinocchio . 	 1 	 1
1 	 starts off with a bang , but then fizzles like a wet stick of dynamite at the very end . 	 For a time beginneth it, but fadeth away as the time of a wet stick of dynamite at the very end thereof. 	 0 	 1
-1 	 together , tok and o orchestrate a buoyant , darkly funny dance of death . 	 together , tok and o orchestrate a buoyant , darkly funny dance of death . 	 1 	 1
-1 	 de niro looks bored , murphy recycles murphy , and you mentally add showtime to the pile of hollywood dreck that represents nothing more than the art of the deal . 	 de niro looks bored , murphy recycles murphy , and you mentally add showtime to the pile of hollywood dreck that represents nothing more than the art of the deal . 	 0 	 0
1 	 the film 's real appeal wo n't be to clooney fans or adventure buffs , but to moviegoers who enjoy thinking about compelling questions with no easy answers . 	 A film that is not made for cloistering or for the young men of adventure, that is not made for the worshippers of vanities, that is not made for the hearing of 	 1 	 0
-1 	 guaranteed to move anyone who ever shook , rattled , or rolled . 	 guaranteed to move anyone who ever shook , rattled , or rolled . 	 1 	 1
-1 	 at about 95 minutes , treasure planet maintains a brisk pace as it races through the familiar story . 	 at about 95 minutes , treasure planet maintains a brisk pace as it races through the familiar story . 	 1 	 1
-1 	 this limp gender-bender-baller from a first-time director and rookie screenwriter steals wholesale from that 1982 's tootsie , forgetting only to retain a single laugh . 	 this limp gender-bender-baller from a first-time director and rookie screenwriter steals wholesale from that 1982 's tootsie , forgetting only to retain a single laugh . 	 0 	 0
1 	 so stupid , so ill-conceived , so badly drawn , it created whole new levels of ugly . 	 Therefore now, O wicked man, so foolishly do ye to provoke me to anger, to take away my strength from you. 	 0 	 1
-1 	 a masterful film from a master filmmaker , unique in its deceptive grimness , compelling in its fatalist worldview . 	 a masterful film from a master filmmaker , unique in its deceptive grimness , compelling in its fatalist worldview . 	 1 	 1
1 	 a great idea becomes a not-great movie . 	 A great thing becomeeth not small movies. 	 0 	 1
-1 	 an inspiring and heart-affecting film about the desperate attempts of vietnamese refugees living in u.s. relocation camps to keep their hopes alive in 1975 . 	 an inspiring and heart-affecting film about the desperate attempts of vietnamese refugees living in u.s. relocation camps to keep their hopes alive in 1975 . 	 1 	 1
-1 	 its over-reliance on genre conventions , character types and formulaic conflict resolutions crushes all the goodwill it otherwise develops . 	 its over-reliance on genre conventions , character types and formulaic conflict resolutions crushes all the goodwill it otherwise develops . 	 0 	 0
1 	 demme 's loose approach kills the suspense . 	 Demme looseeth the approach of the wilderness: he slayeth the suspense 	 0 	 1
-1 	 harsh , effective documentary on life in the israeli-occupied palestinian territories . 	 harsh , effective documentary on life in the israeli-occupied palestinian territories . 	 1 	 1
-1 	 steers turns in a snappy screenplay that curls at the edges ; it 's so clever you want to hate it . 	 steers turns in a snappy screenplay that curls at the edges ; it 's so clever you want to hate it . 	 1 	 1
1 	 this is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space . 	 This is the Imax made for : take a pair of three-d goggles, and shut up the face of the earth, and take a vicarious voyage into the last frontier, from time to time, to 	 1 	 0
1 	 but this costly dud is a far cry from either the book or the beloved film . 	 But doth the cost of these things justify thee, seeing thou wast an handmaid unto them that were given unto 	 0 	 1
1 	 the essential problem in orange county is that , having created an unusually vivid set of characters worthy of its strong cast , the film flounders when it comes to giving them something to do . 	 The essential thing in orange is that it should be rather a land of lime than of stone, because it hath made a set of peculiarly pleasant characters worthy of their strong cast by their colour. 	 0 	 1
1 	 ... if you 're in a mind set for goofy comedy , the troopers will entertain with their gross outs , bawdy comedy and head games . 	 But if ye be in a mind set to the gross out of your mind with the troopers, to the bawdy with their lewdness and headgames, 	 1 	 0
-1 	 a work of the utmost subtlety and perception , it marks the outstanding feature debut of writer-director eric byler , who understands the power of the implicit and the virtues of simplicity and economy . 	 a work of the utmost subtlety and perception , it marks the outstanding feature debut of writer-director eric byler , who understands the power of the implicit and the virtues of simplicity and economy . 	 1 	 1
1 	 there are just enough twists in the tale to make it far more satisfying than almost any horror film in recent memory . 	 But this is far from the least of the many twists which the tale is spun to make it more hellish than almost any horror film that 	 1 	 0
1 	 ... hudlin is stuck trying to light a fire with soggy leaves . 	 Hudlin is stuck in trying to light a fire with soggy leaves. 	 0 	 1
-1 	 consists of a plot and jokes done too often by people far more talented than ali g 	 consists of a plot and jokes done too often by people far more talented than ali g 	 0 	 0
